id;userProfilePK;calendarDate;sleepTimeSeconds;napTimeSeconds;sleepWindowConfirmed;sleepWindowConfirmationType;sleepStartTimestampGMT;sleepEndTimestampGMT;sleepStartTimestampLocal;sleepEndTimestampLocal;autoSleepStartTimestampGMT;autoSleepEndTimestampGMT;sleepQualityTypePK;sleepResultTypePK;unmeasurableSleepSeconds;deepSleepSeconds;lightSleepSeconds;remSleepSeconds;awakeSleepSeconds;deviceRemCapable;retro
1638660060000;4405865;2021-12-05;29040;0;true;enhanced_confirmed_final;1638660060000;1638689640000;1638663660000;1638693240000;1638659100000;1638690900000;;;0;1680;17880;9480;540;true;false
1638742380000;4405865;2021-12-06;26340;0;true;enhanced_confirmed_final;1638742380000;1638768900000;1638745980000;1638772500000;1638741120000;1638767160000;;;0;3660;15780;6900;180;true;false
1638826080000;4405865;2021-12-07;24120;0;true;enhanced_confirmed_final;1638826080000;1638850500000;1638829680000;1638854100000;1638825420000;1638851100000;;;0;1920;14100;8100;300;true;false
1638912180000;4405865;2021-12-08;27660;0;true;enhanced_confirmed;1638912180000;1638940500000;1638915780000;1638944100000;1638907920000;1638945060000;;;0;0;17400;10260;660;true;false
1639000140000;4405865;2021-12-09;26160;0;true;enhanced_confirmed_final;1639000140000;1639026300000;1639003740000;1639029900000;1638999060000;1639026360000;;;0;1740;15540;8880;0;true;false
1639087920000;4405865;2021-12-10;25080;0;true;enhanced_confirmed_final;1639087920000;1639113180000;1639091520000;1639116780000;1639087200000;1639112580000;;;0;4740;12000;8340;180;true;false
1639174500000;4405865;2021-12-11;34560;0;true;enhanced_confirmed_final;1639174500000;1639209660000;1639178100000;1639213260000;1639173960000;1639208700000;;;0;3540;19440;11580;600;true;false
1639263480000;4405865;2021-12-12;27840;0;true;enhanced_confirmed;1639263480000;1639291980000;1639267080000;1639295580000;1639263240000;1639303140000;;;0;2580;17280;7980;660;true;false
1639344060000;4405865;2021-12-13;29280;0;true;enhanced_confirmed;1639344060000;1639373520000;1639347660000;1639377120000;1639343700000;1639373460000;;;0;2340;19200;7740;180;true;false
1639431540000;4405865;2021-12-14;23100;0;true;enhanced_confirmed_final;1639431540000;1639454760000;1639435140000;1639458360000;1639430820000;1639454520000;;;0;4380;12180;6540;120;true;false
1639515720000;4405865;2021-12-15;30420;0;true;enhanced_confirmed_final;1639515720000;1639546140000;1639519320000;1639549740000;1639515360000;1639545900000;;;0;2280;17700;10440;0;true;false
1639602720000;4405865;2021-12-16;28560;0;true;enhanced_confirmed_final;1639602720000;1639631400000;1639606320000;1639635000000;1639602240000;1639632300000;;;0;1500;16260;10800;120;true;false
1639692360000;4405865;2021-12-17;24420;0;true;enhanced_confirmed_final;1639692360000;1639718280000;1639695960000;1639721880000;1639691100000;1639718280000;;;0;4080;13860;6480;1500;true;false
1639775280000;4405865;2021-12-18;33720;0;true;enhanced_confirmed_final;1639775280000;1639809000000;1639778880000;1639812600000;1639774380000;1639815060000;;;0;0;19440;14280;0;true;false
1639864260000;4405865;2021-12-19;34620;0;true;enhanced_confirmed_final;1639864260000;1639899240000;1639867860000;1639902840000;1639863300000;1639896600000;;;0;1440;21600;11580;360;true;false
1639948740000;4405865;2021-12-20;29400;0;true;enhanced_confirmed;1639948740000;1639978320000;1639952340000;1639981920000;1639948800000;1639989960000;;;0;2280;19620;7500;180;true;false
1640032920000;4405865;2021-12-21;25980;0;true;enhanced_confirmed_final;1640032920000;1640059620000;1640036520000;1640063220000;1640032380000;1640060280000;;;0;1080;15420;9480;720;true;false
1640123460000;4405865;2021-12-22;42720;0;true;auto_confirmed_final;1640123460000;1640166360000;1640127060000;1640169960000;1640123460000;1640166360000;;;0;26280;16440;0;180;true;false
1640206860000;4405865;2021-12-23;29220;0;true;enhanced_confirmed_final;1640206860000;1640236080000;1640210460000;1640239680000;1640206380000;1640230980000;;;0;0;17520;11700;0;true;false
1640295060000;4405865;2021-12-24;32100;0;true;enhanced_confirmed_final;1640295060000;1640327220000;1640298660000;1640330820000;1640294640000;1640327100000;;;0;2820;20280;9000;60;true;false
1640387040000;4405865;2021-12-25;30000;0;true;enhanced_confirmed_final;1640387040000;1640417700000;1640390640000;1640421300000;1640386320000;1640417700000;;;0;2100;19380;8520;660;true;false
1640474880000;4405865;2021-12-26;28740;0;true;enhanced_confirmed_final;1640474880000;1640504100000;1640478480000;1640507700000;1640471280000;1640503620000;;;0;3060;18240;7440;480;true;false
1640558220000;4405865;2021-12-27;29040;0;true;enhanced_confirmed_final;1640558220000;1640587500000;1640561820000;1640591100000;1640557980000;1640587320000;;;0;2760;18480;7800;240;true;false
1640642580000;4405865;2021-12-28;26040;0;true;enhanced_confirmed;1640642580000;1640668620000;1640646180000;1640672220000;1640642220000;1640668680000;;;0;3300;14580;8160;0;true;false
1640725680000;4405865;2021-12-29;28800;0;true;enhanced_confirmed_final;1640725680000;1640754660000;1640729280000;1640758260000;1640725020000;1640759040000;;;0;3060;15420;10320;180;true;false
1640819160000;4405865;2021-12-30;28080;0;true;enhanced_confirmed_final;1640819160000;1640848140000;1640822760000;1640851740000;1640818440000;1640854260000;;;0;2040;15000;11040;900;true;false
1640900220000;4405865;2021-12-31;33000;0;true;enhanced_confirmed;1640900220000;1640933340000;1640903820000;1640936940000;1640899800000;1640933340000;;;0;2100;19380;11520;120;true;false
1641000600000;4405865;2022-01-01;24120;0;true;enhanced_confirmed_final;1641000600000;1641025920000;1641004200000;1641029520000;1640999400000;1641028260000;;;0;4140;14700;5280;1200;true;false
1641075000000;4405865;2022-01-02;28680;0;true;enhanced_confirmed_final;1641075000000;1641104400000;1641078600000;1641108000000;1641068220000;1641102060000;;;0;2820;18180;7680;720;true;false
1641161040000;4405865;2022-01-03;29400;0;true;enhanced_confirmed_final;1641161040000;1641190800000;1641164640000;1641194400000;1641160020000;1641190800000;;;0;3000;17280;9120;360;true;false
1641242340000;4405865;2022-01-04;30480;0;true;enhanced_confirmed_final;1641242340000;1641276000000;1641245940000;1641279600000;1641264180000;1641276000000;;;0;2340;20940;7200;3180;true;false
1641331980000;4405865;2022-01-05;26700;0;true;enhanced_confirmed;1641331980000;1641358860000;1641335580000;1641362460000;1641331980000;1641357060000;;;0;1440;15780;9480;180;true;false
1641419940000;4405865;2022-01-06;25980;0;true;enhanced_confirmed_final;1641419940000;1641446160000;1641423540000;1641449760000;1641419520000;1641441600000;;;0;2700;17400;5880;240;true;false
1641506100000;4405865;2022-01-07;26880;0;true;enhanced_confirmed;1641506100000;1641533100000;1641509700000;1641536700000;1641505800000;1641532500000;;;0;2520;20280;4080;120;true;false
1641595440000;4405865;2022-01-08;26940;0;true;enhanced_confirmed_final;1641595440000;1641622620000;1641599040000;1641626220000;1641595200000;1641631860000;;;0;480;16020;10440;240;true;false
1641680820000;4405865;2022-01-09;29040;0;true;enhanced_confirmed_final;1641680820000;1641710520000;1641684420000;1641714120000;1641680460000;1641710520000;;;0;300;19500;9240;660;true;false
1641764160000;4405865;2022-01-10;28380;0;true;enhanced_confirmed_final;1641764160000;1641792840000;1641767760000;1641796440000;1641763440000;1641791520000;;;0;3600;16080;8700;300;true;false
1641849360000;4405865;2022-01-11;24600;0;true;enhanced_confirmed_final;1641849360000;1641873960000;1641852960000;1641877560000;1641849120000;1641873600000;;;0;2220;12360;10020;0;true;false
1641935100000;4405865;2022-01-12;28860;0;true;enhanced_confirmed_final;1641935100000;1641964080000;1641938700000;1641967680000;1641934560000;1641964020000;;;0;960;18900;9000;120;true;false
1642023540000;4405865;2022-01-13;25200;0;true;enhanced_confirmed_final;1642023540000;1642049400000;1642027140000;1642053000000;1642022160000;1642049100000;;;0;3000;14460;7740;660;true;false
1642115820000;4405865;2022-01-14;21900;0;true;enhanced_confirmed_final;1642115820000;1642137720000;1642119420000;1642141320000;1642114800000;1642137900000;;;0;3420;12900;5580;0;true;false
1642193640000;4405865;2022-01-15;34020;0;true;enhanced_confirmed_final;1642193640000;1642228140000;1642197240000;1642231740000;1642193220000;1642226760000;;;0;2400;21300;10320;480;true;false
1642290960000;4405865;2022-01-16;23280;0;true;enhanced_confirmed;1642290960000;1642314720000;1642294560000;1642318320000;1642290420000;1642314660000;;;0;3180;12120;7980;480;true;false
1642364520000;4405865;2022-01-17;24120;0;true;enhanced_confirmed;1642364520000;1642389240000;1642368120000;1642392840000;1642364580000;1642398600000;;;0;3480;13920;6720;600;true;false
1642450800000;4405865;2022-01-18;28020;0;true;enhanced_confirmed_final;1642450800000;1642478880000;1642454400000;1642482480000;1642450260000;1642479420000;;;0;3060;17280;7680;60;true;false
1642536600000;4405865;2022-01-19;32100;0;true;enhanced_confirmed_final;1642536600000;1642568700000;1642540200000;1642572300000;1642537020000;1642567260000;;;0;1680;17700;12720;0;true;false
1642628160000;4405865;2022-01-20;26820;0;true;enhanced_confirmed_final;1642628160000;1642655160000;1642631760000;1642658760000;1642627800000;1642655100000;;;0;1320;18000;7500;180;true;false
1642714020000;4405865;2022-01-21;27060;0;true;enhanced_confirmed_final;1642714020000;1642741320000;1642717620000;1642744920000;1642713540000;1642740960000;;;0;1980;18480;6600;240;true;false
1642807380000;4405865;2022-01-22;27780;0;true;enhanced_confirmed_final;1642807380000;1642835580000;1642810980000;1642839180000;1642806420000;1642841760000;;;0;4140;16080;7560;420;true;false
1642889760000;4405865;2022-01-23;28080;0;true;enhanced_confirmed_final;1642889760000;1642918080000;1642893360000;1642921680000;1642889160000;1642917900000;;;0;3840;18060;6180;240;true;false
1642974120000;4405865;2022-01-24;28380;0;true;enhanced_confirmed_final;1642974120000;1643002620000;1642977720000;1643006220000;1642974240000;1643001660000;;;0;2220;17280;8880;120;true;false
1643056320000;4405865;2022-01-25;26700;0;true;enhanced_confirmed_final;1643056320000;1643083200000;1643059920000;1643086800000;1643055900000;1643082840000;;;0;1320;17280;8100;180;true;false
1643146260000;4405865;2022-01-26;27420;0;true;enhanced_confirmed_final;1643146260000;1643173980000;1643149860000;1643177580000;1643146080000;1643173740000;;;0;3780;14880;8760;300;true;false
1643233620000;4405865;2022-01-27;27120;0;true;enhanced_confirmed_final;1643233620000;1643260860000;1643237220000;1643264460000;1643232840000;1643260020000;;;0;3300;16380;7440;120;true;false
1643319600000;4405865;2022-01-28;23220;0;true;enhanced_confirmed_final;1643319600000;1643342820000;1643323200000;1643346420000;1643317320000;1643342400000;;;0;3060;15600;4560;0;true;false
1643410980000;4405865;2022-01-29;28560;0;true;enhanced_confirmed_final;1643410980000;1643441280000;1643414580000;1643444880000;1643409240000;1643441280000;;;0;3000;14400;11160;1740;true;false
1643497380000;4405865;2022-01-30;27780;0;true;enhanced_confirmed_final;1643497380000;1643525760000;1643500980000;1643529360000;1643496480000;1643525400000;;;0;4440;14460;8880;600;true;false
1643577540000;4405865;2022-01-31;27900;0;true;enhanced_confirmed_final;1643577540000;1643605680000;1643581140000;1643609280000;1643577180000;1643603640000;;;0;2220;18180;7500;240;true;false
1643662980000;4405865;2022-02-01;25140;0;true;enhanced_confirmed_final;1643662980000;1643688240000;1643666580000;1643691840000;1643662500000;1643689320000;;;0;3000;16440;5700;120;true;false
1643751960000;4405865;2022-02-02;28080;0;true;enhanced_confirmed_final;1643751960000;1643780580000;1643755560000;1643784180000;1643751480000;1643780280000;;;0;780;15600;11700;540;true;false
1643839200000;4405865;2022-02-03;24180;0;true;enhanced_confirmed_final;1643839200000;1643863440000;1643842800000;1643867040000;1643838780000;1643866500000;;;0;2160;13380;8640;60;true;false
1643923140000;4405865;2022-02-04;27840;0;true;enhanced_confirmed_final;1643923140000;1643951340000;1643926740000;1643954940000;1643922720000;1643951220000;;;0;2040;20640;5160;360;true;false
1644012480000;4405865;2022-02-05;28080;0;true;enhanced_confirmed_final;1644012480000;1644041760000;1644016080000;1644045360000;1644008340000;1644041280000;;;0;1200;13740;13140;1200;true;false
1644098520000;4405865;2022-02-06;26520;0;true;enhanced_confirmed_final;1644098520000;1644125280000;1644102120000;1644128880000;1644098340000;1644124560000;;;0;3600;16620;6300;240;true;false
1644185820000;4405865;2022-02-07;29760;0;true;enhanced_confirmed_final;1644185820000;1644217560000;1644189420000;1644221160000;1644181440000;1644215340000;;;0;1020;14040;14700;1980;true;false
1644269460000;4405865;2022-02-08;31740;0;true;enhanced_confirmed_final;1644269460000;1644302760000;1644273060000;1644306360000;1644269100000;1644305460000;;;0;4200;18240;9300;1560;true;false
1644353100000;4405865;2022-02-09;30180;0;true;enhanced_confirmed;1644353100000;1644383460000;1644356700000;1644387060000;1644353460000;1644383280000;;;0;2460;18180;9540;180;true;false
1644443040000;4405865;2022-02-10;25800;0;true;enhanced_confirmed_final;1644443040000;1644469740000;1644446640000;1644473340000;1644441480000;1644469560000;;;0;3840;15900;6060;900;true;false
1644528480000;4405865;2022-02-11;27480;0;true;enhanced_confirmed_final;1644528480000;1644556140000;1644532080000;1644559740000;1644527220000;1644556140000;;;0;1320;16260;9900;180;true;false
1644616080000;4405865;2022-02-12;26100;0;true;enhanced_confirmed_final;1644616080000;1644643740000;1644619680000;1644647340000;1644613440000;1644644460000;;;0;1980;19020;5100;1560;true;false
1644704160000;4405865;2022-02-13;29640;0;true;enhanced_confirmed;1644704160000;1644734220000;1644707760000;1644737820000;1644701400000;1644733860000;;;0;2460;14760;12420;420;true;false
1644786960000;4405865;2022-02-14;29520;0;true;enhanced_confirmed_final;1644786960000;1644816960000;1644790560000;1644820560000;1644786600000;1644816660000;;;0;1980;17280;10260;480;true;false
1644877680000;4405865;2022-02-15;20520;0;true;enhanced_confirmed_final;1644877680000;1644898380000;1644881280000;1644901980000;1644876780000;1644898320000;;;0;3120;10740;6660;180;true;false
1644962040000;4405865;2022-02-16;26220;0;true;enhanced_confirmed_final;1644962040000;1644988440000;1644965640000;1644992040000;1644961500000;1644988140000;;;0;1440;16560;8220;180;true;false
1645053960000;4405865;2022-02-17;24300;0;true;enhanced_confirmed_final;1645053960000;1645078380000;1645057560000;1645081980000;1645053420000;1645078080000;;;0;2760;15300;6240;120;true;false
1645133160000;4405865;2022-02-18;28020;0;true;enhanced_confirmed;1645133160000;1645161180000;1645136760000;1645164780000;1645132920000;1645174620000;;;0;2280;13620;12120;0;true;false
1645221720000;4405865;2022-02-19;29820;0;true;enhanced_confirmed_final;1645221720000;1645252080000;1645225320000;1645255680000;1645220760000;1645251960000;;;0;3360;17100;9360;540;true;false
1645312320000;4405865;2022-02-20;36720;0;true;auto_confirmed_final;1645312320000;1645350840000;1645315920000;1645354440000;1645312320000;1645350840000;;;0;18780;17940;0;1800;true;false
1645392780000;4405865;2022-02-21;28740;0;true;enhanced_confirmed_final;1645392780000;1645421700000;1645396380000;1645425300000;1645391700000;1645421220000;;;0;1200;19200;8340;180;true;false
1645479300000;4405865;2022-02-22;23640;0;true;enhanced_confirmed_final;1645479300000;1645502940000;1645482900000;1645506540000;1645477380000;1645502760000;;;0;1920;14640;7080;0;true;false
1645564980000;4405865;2022-02-23;25260;0;true;enhanced_confirmed;1645564980000;1645590300000;1645568580000;1645593900000;1645564920000;1645609260000;;;0;3360;16740;5160;60;true;false
1645654620000;4405865;2022-02-24;23340;0;true;enhanced_confirmed_final;1645654620000;1645677960000;1645658220000;1645681560000;1645652580000;1645677900000;;;0;4440;14400;4500;0;true;false
1645740900000;4405865;2022-02-25;29340;0;true;enhanced_confirmed_final;1645740900000;1645771020000;1645744500000;1645774620000;1645740540000;1645771020000;;;0;2340;19200;7800;780;true;false
1645821360000;4405865;2022-02-26;32820;0;true;enhanced_confirmed_final;1645821360000;1645856400000;1645824960000;1645860000000;1645821060000;1645856460000;;;0;240;25860;6720;2220;true;false
1645911180000;4405865;2022-02-27;31200;0;true;enhanced_confirmed_final;1645911180000;1645943460000;1645914780000;1645947060000;1645910580000;1645943460000;;;0;1140;23580;6480;1080;true;false
1645996920000;4405865;2022-02-28;43620;0;true;auto_confirmed_final;1645996920000;1646041560000;1646000520000;1646045160000;1645996920000;1646041560000;;;0;19980;23640;0;1020;true;false
1646085060000;4405865;2022-03-01;23760;0;true;enhanced_confirmed_final;1646085060000;1646109000000;1646088660000;1646112600000;1646084580000;1646114460000;;;0;2460;13680;7620;180;true;false
1646169960000;4405865;2022-03-02;29520;0;true;enhanced_confirmed_final;1646169960000;1646199720000;1646173560000;1646203320000;1646167680000;1646199600000;;;0;1380;20400;7740;240;true;false
1646255700000;4405865;2022-03-03;27960;0;true;enhanced_confirmed_final;1646255700000;1646284260000;1646259300000;1646287860000;1646254440000;1646283960000;;;0;900;19260;7800;600;true;false
1646343180000;4405865;2022-03-04;27360;0;true;enhanced_confirmed_final;1646343180000;1646370600000;1646346780000;1646374200000;1646342400000;1646373600000;;;0;0;18720;8640;60;true;false
1646436300000;4405865;2022-03-05;26700;0;true;enhanced_confirmed_final;1646436300000;1646463060000;1646439900000;1646466660000;1646435940000;1646462580000;;;0;4200;13440;9060;60;true;false
1646519940000;4405865;2022-03-06;25980;0;true;enhanced_confirmed_final;1646519940000;1646546880000;1646523540000;1646550480000;1646519700000;1646546700000;;;0;2220;17640;6120;960;true;false
1646605980000;4405865;2022-03-07;24960;0;true;enhanced_confirmed;1646605980000;1646631300000;1646609580000;1646634900000;1646602020000;1646631180000;;;0;1440;15780;7740;360;true;false
1646688300000;4405865;2022-03-08;29580;0;true;enhanced_confirmed_final;1646688300000;1646718000000;1646691900000;1646721600000;1646687880000;1646718480000;;;0;2940;20280;6360;120;true;false
1646773680000;4405865;2022-03-09;28740;0;true;enhanced_confirmed_final;1646773680000;1646802600000;1646777280000;1646806200000;1646772900000;1646802480000;;;0;3300;17760;7680;180;true;false
1646860440000;4405865;2022-03-10;28200;0;true;enhanced_confirmed_final;1646860440000;1646889120000;1646864040000;1646892720000;1646856600000;1646888940000;;;0;2040;16020;10140;480;true;false
1646946300000;4405865;2022-03-11;26700;0;true;enhanced_confirmed_final;1646946300000;1646973240000;1646949900000;1646976840000;1646945820000;1646973840000;;;0;840;13440;12420;240;true;false
1647038160000;4405865;2022-03-12;26940;0;true;enhanced_confirmed_final;1647038160000;1647065520000;1647041760000;1647069120000;1647038400000;1647065160000;;;0;3180;17640;6120;420;true;false
1647126840000;4405865;2022-03-13;23700;0;true;enhanced_confirmed;1647126840000;1647151200000;1647130440000;1647154800000;1647118800000;1647150600000;;;0;3240;11220;9240;660;true;false
1647206160000;4405865;2022-03-14;29760;0;true;enhanced_confirmed;1647206160000;1647236160000;1647209760000;1647239760000;1647205560000;1647235860000;;;0;2940;21540;5280;240;true;false